original_chinese_name,translated_name,wirescreen_name_en,last_retrieval_date,flags,government_ownership_fraction,historical_shareholders,investments,direct_shareholders,beneficial_owners,customers,suppliers,pdf_link
图木舒克市众康养殖专业合作社,Tumushuke City Zhongkang Breeding Professional Cooperative,,,,,,,,,,,
图木舒克市国润养殖场,Tumushuke City Guorun Breeding Farm,,,,,,,,,,,
图木舒克市帕迪齐养殖专业合作社,Tumushuk City Padiqi Breeding Professional Cooperative,,,,,,,,,,,
图木舒克市水库农家店,Tumushuke City Reservoir Farm Store,,,,,,,,,,,
图木舒克市润丰渔业有限公司,Tumushuke Runfeng Fishery Co.,,,,,,,,,,,
图木舒克市玉苏甫苏力旦养殖场,Yusufu Sulidan Breeding Farm in Tumushuke City,,,,,,,,,,,
图木舒克市百亩方塘养殖专业合作社,Tumushuke City Hundred-Mu Square Pond Breeding Professional Cooperative,,,,,,,,,,,
图木舒克市锡航生态养殖有限公司,Tumushuke Xihang Ecological Breeding Co.,Tumushuke Xihang Ecological Breeding Company Limited,"October 06, 2024",,,,,Jiangsu Xihang Agricultural Industry Development Group Company Limited:1,Nanjing Xihang Agricultural Technology Company Limited:1,,,/pdfs/Tumushuke Xihang Ecological Breeding Company Limited.pdf
图木舒克市阿里木吐地水产销售店,Alimututi Aquatic Products Sales Store in Tumushuke City,,,,,,,,,,,
图木舒克市高歌养殖专业合作社,Tumushuk City Gaoge Breeding Professional Cooperative,,,,,,,,,,,
塔什库尔干县冷水鱼养殖开发有限责任公司,Coldfish breeding and development Co.,,,,,,,,,,,
塔什库尔干塔吉克自治县帕米尔彩云人家牧业有限责任公司,Pamir Caiyunrenjia Animal Husbandry Co.,,,,,,,,,,,
塔城市何家瑞养殖场,He Jiarui Breeding Farm in Tacheng City,,,,,,,,,,,
塔城市佳晨种养殖专业合作社,Tacheng City Jiachen Breeding and Breeding Professional Cooperative,,,,,,,,,,,
塔城市源盛和种养殖专业合作社,Tacheng Yuanshenghe Breeding and Breeding Professional Cooperative,,,,,,,,,,,
塔城市锦鲤垂钓,Koi fishing in Tacheng City,,,,,,,,,,,
墨玉县丰路水产养殖农民专业合作社,Moyu County Fenglu Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
墨玉县加汗巴格乡河边家庭农场,Family farm by the river in Jiahanbage Township,,,,,,,,,,,
墨玉县加汗巴格乡自然泉农庄,Natural Spring Farm,,,,,,,,,,,
墨玉县和谐家庭养殖农民专业合作社,Moyu County Harmonious Family Breeding Farmers Professional Cooperative,,,,,,,,,,,
墨玉县喀瓦克乡三胡杨水产养殖场,Populus euphratica aquaculture farm in Kawake Township,,,,,,,,,,,
墨玉县塔格墩农牧林农民专业合作社,Moyu County Tagedun Agriculture,,,,,,,,,,,
墨玉县大漠生态养殖农民专业合作社,Moyu County Desert Ecological Breeding Farmers Professional Cooperative,,,,,,,,,,,
墨玉县天新养殖农民专业合作社,Moyu County Tianxin Breeding Farmers Professional Cooperative,,,,,,,,,,,
墨玉县新时代养殖农民专业合作社,Moyu County New Era Breeding Farmers Professional Cooperative,,,,,,,,,,,
墨玉县新苏皖禽业农民专业合作社,Moyu County Xinsu-Anhui Poultry Farmers Professional Cooperative,,,,,,,,,,,
墨玉县河边水产养殖农民专业合作社,Moyu County Riverside Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
墨玉县牵手养殖农民专业合作社,Moyu County Hands-on Breeding Farmers Professional Cooperative,,,,,,,,,,,
墨玉县玉叶畜牧技术有限公司,Moyu County Yuye Livestock Technology Co.,,,,,,,,,,,
墨玉县玉海滩养殖农民专业合作社,Moyu County Jade Beach Breeding Farmers Professional Cooperative,,,,,,,,,,,
墨玉县秋季鱼养殖场,Moyu County Autumn Fish Farm,,,,,,,,,,,
墨玉县精明养殖农民专业合作社,Moyu County Smart Breeding Farmers Professional Cooperative,,,,,,,,,,,
墨玉县绿岛水产养殖农民专业合作社,Moyu County Green Island Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
墨玉县绿水水产养殖农民专业合作社,Moyu County Lvshui Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
墨玉县郊游养殖农民专业合作社,Moyu County Outing Breeding Farmers Professional Cooperative,,,,,,,,,,,
墨玉县金雉鸡养殖农民专业合作社,Moyu County Golden Pheasant Breeding Farmers Professional Cooperative,,,,,,,,,,,
墨玉县阿卜来提斯拉吉养殖农民专业合作社,Moyu County Abletislaji Breeding Farmers Professional Cooperative,,,,,,,,,,,
墨玉县雅瓦乡双岛农庄,Shuangdao Farm,,,,,,,,,,,
墨玉县雅瓦乡沙湖四季家庭农场,Shahu Four Seasons Family Farm,,,,,,,,,,,
墨玉县雅瓦乡胡杨湖渔业场（个体工商户）,Huyang Lake Fishing Ground,,,,,,,,,,,
墨玉县雅瓦乡赛拉湖农家乐,Saila Lake Farm Stay,,,,,,,,,,,
墨玉县雅瓦乡金泉水产养殖场,Jinquan Aquaculture Farm,,,,,,,,,,,
墨玉县霖宸养殖农民专业合作社,Moyu County Linchen Breeding Farmers Professional Cooperative,,,,,,,,,,,
头屯河区三坪农场九队鲁渔特种水产养殖场,Toutunhe District Sanping Farm No. 9 Luyu Special Aquaculture Farm,,,,,,,,,,,
头屯河区名蟹汇大闸蟹水产店,Toutunhe District Mingxiehui Hairy Crab Aquatic Products Store,,,,,,,,,,,
奇台县奇台农场聚朗农业专业合作社,Qitai County Qitai Farm Julang Agricultural Professional Cooperative,,,,,,,,,,,
奎屯厚德旅游开发有限公司,Kuitun Houde Tourism Development Co.,,,,,,,,,,,
富蕴县可可托海伊雷木湖水产养殖场,Fuyun County Keketuohai Yiremu Lake Aquaculture Farm,,,,,,,,,,,
富蕴县可可托海海子口水产养殖有限公司,Fuyun County Keketuohai Haizikou Aquaculture Co.,,,,,,,,,,,
富蕴县杜热镇那孜尔亚提家庭农场,Naziriyati Family Farm,,,,,,,,,,,
富蕴县清泉生态养殖家庭农场（个体工商户）,Fuyun County Qingquan Ecological Breeding Family Farm (Individual Industrial and Commercial Household),,,,,,,,,,,
富蕴县福康水产养殖有限公司,Fuyun County Fukang Aquaculture Co.,,,,,,,,,,,
察布查尔锡伯自治县乡苑水产养殖家庭农场（个体工商户）,Xiangyuan Aquaculture Family Farm in Qapqal Xibo Autonomous County,,,,,,,,,,,
察布查尔锡伯自治县刘小青生鲜店,Liu Xiaoqing Fresh Food Store in Qapqal Xibo Autonomous County,,,,,,,,,,,
察布查尔锡伯自治县南润水产养殖农民专业合作社,Qapqal Xibo Autonomous County Nanrun Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
察布查尔锡伯自治县新耀水产品养殖农民专业合作社,Xinyao Aquatic Product Breeding Farmers Professional Cooperative in Qapqal Xibo Autonomous County,,,,,,,,,,,
察布查尔锡伯自治县水源水产养殖专业合作社,Qapqal Xibo Autonomous County Shuiyuan Aquaculture Professional Cooperative,,,,,,,,,,,
察布查尔锡伯自治县海盛水产养殖有限公司,Chabuchar Xibe Autonomous County Haisheng Aquaculture Co.,,,,,,,,,,,
察布查尔锡伯自治县淼恒水产品养殖农民专业合作社,Qapqal Xibo Autonomous County Miaoheng Aquatic Product Breeding Farmers Professional Cooperative,,,,,,,,,,,
察布查尔锡伯自治县环海水产养殖专业合作社,Qapqal Xibo Autonomous County Huanhai Aquaculture Professional Cooperative,,,,,,,,,,,
察布查尔锡伯自治县老渔翁垂钓农家院,Old Fisherman’s Fishing Farmhouse in Qapqal Xibo Autonomous County,,,,,,,,,,,
察布查尔锡伯自治县耕夫水产养殖农民专业合作社,Qapqal Xibo Autonomous County Gengfu Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
察布查尔锡伯自治县腾达水产养殖专业合作社,Tengda Aquaculture Professional Cooperative in Qapqal Xibe Autonomous County,,,,,,,,,,,
察布查尔锡伯自治县良医林下养殖专业合作社,Qapqal Xibo Autonomous County Liangyi Forest Breeding Professional Cooperative,,,,,,,,,,,
察布查尔锡伯自治县苏木勒克鱼场,Sumuleke Fish Farm,,,,,,,,,,,
察布查尔锡伯自治县英泽水产养殖场,Yingze Aquaculture Farm,,,,,,,,,,,
察布查尔锡伯自治县诚信水产养殖专业合作社,Qapqal Xibe Autonomous County Honest Aquaculture Professional Cooperative,,,,,,,,,,,
察布查尔锡伯自治县轩腾水产养殖农民专业合作社,Xuanteng Aquaculture Farmers Professional Cooperative in Qapqal Xibo Autonomous County,,,,,,,,,,,
察布查尔锡伯自治县辰凡小镇养殖农民专业合作社,Breeding Farmers Professional Cooperative in Chenfan Town,,,,,,,,,,,
察布查尔锡伯自治县连勇农牧场,Lianyong Farm,Wuping County Lianyong Farm,"December 27, 2023",,,,,YU Yongsheng:1,YU Yongsheng:1,,,/pdfs/Wuping County Lianyong Farm.pdf
察布查尔锡伯自治县郭常江水产养殖家庭农场（个体工商户）,Guochangjiang Aquaculture Family Farm (Individual Industrial and Commercial Household) in Qapqal Xibo Autonomous County,,,,,,,,,,,
察布查尔锡伯自治县锡水玉水产养殖农民专业合作社,Xishuiyu Aquaculture Farmers' Professional Cooperative in Qapqal Xibe Autonomous County,,,,,,,,,,,
尉犁县光伏生态养殖发展有限公司,Weili County Photovoltaic Ecological Breeding Development Co.,,,,,,,,,,,
尉犁县河岛养殖家庭农场,He Island Livestock Family Farm in Yuli County,,,,,,,,,,,
尉犁县罗布湖淡水鱼养殖场,Lake Lake Freshwater Fish Farm in Lake,,,,,,,,,,,
尉犁县罗布湖渔业科技发展有限公司,Yuli County Luobu Lake Fishery Technology Development Co.,,,,,,,,,,,
尉犁县老耿水产养殖农场,Yuli County Laogeng Aquaculture Farm,,,,,,,,,,,
尉犁县银祥特色养殖农民专业合作社,Yuli County Yinxiang Characteristic Breeding Farmers Professional Cooperative,,,,,,,,,,,
尉犁县风河养殖场,Yuli County Fenghe Breeding Farm,,,,,,,,,,,
尼勒克县喀拉苏乡全赢游牧生态养殖专业合作社,Quanying Nomadic Ecological Breeding Professional Cooperative in Kalasu Township,,,,,,,,,,,
岳普湖县丰泰畜牧养殖有限公司,Yuepuhu County Fengtai Animal Husbandry Breeding Co.,,,,,,,,,,,
岳普湖县可爱牛养殖农民专业合作社,Yuepuhu County Kawaii Cattle Breeding Farmers Professional Cooperative,,,,,,,,,,,
岳普湖县大湖渔业农民专业合作社,Yuepuhu County Dahu Fishery Farmers Professional Cooperative,,,,,,,,,,,
岳普湖县奥布力喀斯木排日凯水产养殖家庭农场,Yuepuhu County Aobuli Kasmopai Rikai Aquaculture Family Farm,,,,,,,,,,,
岳普湖县汇泰畜牧养殖有限公司,Yuepuhu County Huitai Animal Husbandry Breeding Co.,,,,,,,,,,,
岳普湖县福润牧业有限公司,Yuepuhu County Furun Animal Husbandry Co.,,,,,,,,,,,
岳普湖县绿色鱼渔业专业合作社,Yuepuhu County Green Fish Fishery Professional Cooperative,,,,,,,,,,,
岳普湖县色也克乡伊克散养殖农民专业合作社,Yikesan Breeding Farmers Professional Cooperative in Seyeke Township,,,,,,,,,,,
岳普湖县艾麦尔江养殖农民专业合作社,Yuepuhu County Aimaier River Breeding Farmers Professional Cooperative,,,,,,,,,,,
岳普湖县阿其克乡帕万养殖农民专业合作社,Pawan Breeding Farmers Professional Cooperative in Aqike Township,,,,,,,,,,,
岳普湖青慕农业科技有限公司,Yuepuhu Qingmu Agricultural Technology Co.,,,,,,,,,,,
巩留县之素鱼场,Vegetarian fish farm in Gongliu County,,,,,,,,,,,
巩留县伊河鲟业养殖有限公司,Gongliu County Yihe Yiye Breeding Co.,,,,,,,,,,,
巩留县信华鱼场,Gongliu County Xinhua Fish Farm,,,,,,,,,,,
巩留县刘浩鱼场,Gongliu County Liuhao Fish Farm,,,,,,,,,,,
巩留县叶朝江鱼场,Yechaojiang fish farm in Gongliu County,,,,,,,,,,,
巩留县唐正海鱼场,Tangzhenghai fish farm in Gongliu County,,,,,,,,,,,
巩留县天蕴渔业有限公司,Gongliu County Tianyun Fisheries Co.,,,,,,,,,,,
巩留县姜广华鱼场,Gongliu County Jiangguanghua Fish Farm,,,,,,,,,,,
巩留县小燕鱼场,Gongliu County Xiaoyan Fish Farm,,,,,,,,,,,
巩留县建伟鱼场,Gongliu County Jianwei Fish Farm,,,,,,,,,,,
巩留县彭志华水产养殖场,Gongliu County Pengzhihua Aquaculture Farm,,,,,,,,,,,
巩留县朝彬鱼场,Gongliu County Chaobin Fish Farm,,,,,,,,,,,
巩留县海波鱼场,Gongliu County Haibo Fish Farm,,,,,,,,,,,
巩留县特河野生鱼养殖专业合作社,Gongliu County Tehe Wild Fish Breeding Professional Cooperative,,,,,,,,,,,
巩留县蟹城水产养殖专业合作社,Gongliu County Crab City Aquaculture Professional Cooperative,,,,,,,,,,,
巩留县鱼水堂养殖场,Gongliu County Yushuitang Breeding Farm,,,,,,,,,,,
巴州万民盛达水产养殖有限公司,Bazhou Wanmin Shengda Aquaculture Co.,,,,,,,,,,,
巴州九久华丰农牧业科技发展有限公司,Bazhou Jiujiu Huafeng Agricultural and Animal Husbandry Technology Development Co.,,,,,,,,,,,
巴州同恒牧旺畜牧技术服务有限公司,Bazhou Tongheng Muwang Livestock Technology Service Co.,,,,,,,,,,,
巴州大西贝水产养殖有限公司,Bazhou Daxibei Aquaculture Co.,,,,,,,,,,,
巴州富隆渔业有限责任公司,Bazhou Fulong Fishery Co.,,,,,,,,,,,
巴州新淼源渔业有限公司,Bazhou Xinmiaoyuan Fishery Co.,,,,,,,,,,,
巴州星利水产养殖有限公司,Bazhou Xingli Aquaculture Co.,,,,,,,,,,,
巴州昱阳渔业有限公司,Bazhou Yuyang Fishery Co.,,,,,,,,,,,
巴州楠轩水产养殖专业合作社,Bazhou Nanxuan Aquaculture Professional Cooperative,,,,,,,,,,,
巴州润丰水产养殖农民专业合作社,Bazhou Runfeng Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
巴州环川渔业有限责任公司,Bazhou Huanchuan Fishery Co.,,,,,,,,,,,
巴州红满天生物科技开发有限公司,Bazhou Hongmantian Biotechnology Development Co.,,,,,,,,,,,
巴州聚八方水产养殖农民专业合作社,Bazhou Jubafang Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
巴州聚汇鲜水产养殖专业合作社,Bazhou Juhui Fresh Aquaculture Professional Cooperative,,,,,,,,,,,
巴州跃通工贸有限责任公司,Bazhou Yuetong Industry and Trade Co.,Bazhou Yuetong Industry And Trade Company Limited,"December 13, 2023",Labor Issues - Food Processing; Tier 1 supplier to Labor Issues - Construction; Tier 1 supplier to State Controlled Enterprise; Tier 1 supplier to Labor Issues - Agriculture,,"""XU Guixiong"" (2005-2012: 0.096, 2013-2015: 0.096, 2016-2018: 0.376, 2019-2021: 0.736, 2022-2025: 0.736); ""WANG Lixin"" (2016-2018: 0.26, 2019-2021: 0.26, 2022-2025: 0.26); ""XU Xiaoxiao"" (2005-2012: 0.004, 2013-2015: 0.004, 2016-2018: 0.004, 2019-2021: 0.004, 2022-2025: 0.004); ""WANG Jianxin"" (2013-2015: 0.004, 2016-2018: 0.004, 2019-2021: 0.004)",Bazhou Yuetong Industry And Trade Company Limited Branch 1:1; Xinjiang Yuetong Shengda Trading Company Limited:0.7; Xinjiang Yuetong Zhenxin Road Materials Company Limited:0.4752; Xinjiang Yuetong Yunuo Petrochemical Company Limited:0.38,XU Guixiong:0.736; WANG Lixin:0.26; XU Xiaoxiao:0.004,XU Guixiong:0.736; WANG Lixin:0.26; XU Xiaoxiao:0.004,Bazhou Yuetong Industry And Trade Company Limited:Asphalt Supply:4865:2023-05-23; Bazhou Yuetong Industry And Trade Company Limited:Asphalt for Route 90:260000:2021-05-28,,/pdfs/Bazhou Yuetong Industry And Trade Company Limited.pdf
巴州顺渔生态渔业有限责任公司,Bazhou Shunyu Ecological Fishery Co.,,,,,,,,,,,
巴楚县天合农牧发展有限公司,Bachu County Tianhe Agriculture and Animal Husbandry Development Co.,,,,,,,,,,,
巴楚县宇东畜牧养殖有限责任公司,Bachu County Yudong Animal Husbandry Breeding Co.,,,,,,,,,,,
巴楚县安鹿技术服务有限公司,Bachu County Anlu Technology Service Co.,,,,,,,,,,,
巴楚县小龙养殖业农民专业合作社,Bachu County Xiaolong Breeding Farmers Professional Cooperative,,,,,,,,,,,
巴楚县才华养殖场,Bachu County Talented Breeding Farm,,,,,,,,,,,
巴楚县柳园渔业专业合作社,Bachu County Liuyuan Fishery Professional Cooperative,,,,,,,,,,,
巴楚县汇鑫农牧科技有限公司,Bachu County Huixin Agriculture and Animal Husbandry Technology Co.,,,,,,,,,,,
巴楚县清澈湖家庭农场,Qingling Lake Family Farm in Bachu County,,,,,,,,,,,
巴楚县温春养殖有限公司,Bachu County Wenchun Breeding Co.,,,,,,,,,,,
巴楚县澳优多家庭农场,Aoyouduo Family Farm in Bachu County,,,,,,,,,,,
巴楚县珊瑚湖养殖业农民专业合作社,Bachu County Coral Lake Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
巴楚县田丰水产品养殖场,Bachu County Tianfeng Aquatic Products Farm,,,,,,,,,,,
巴楚县田园养殖农民专业合作社,Bachu County Pastoral Breeding Farmers Professional Cooperative,,,,,,,,,,,
巴楚县申汇水产养殖专业合作社,Bachu County Shenhui Aquaculture Professional Cooperative,,,,,,,,,,,
巴楚县秀家建筑装饰设计工程有限公司,Bachu County Xiujia Building Decoration Design Engineering Co.,,,,,,,,,,,
巴楚县红桥养殖专业合作社,Bachu County Hongqiao Breeding Professional Cooperative,,,,,,,,,,,
巴楚县红海鲟业科技有限公司,Bachu County Honghai Lang Industry Technology Co.,,,,,,,,,,,
巴楚县绿森农业专业合作社,Bachu County Lusen Agricultural Professional Cooperative,,,,,,,,,,,
巴楚县绿泉养殖农民专业合作社,Bachu County Green Spring Breeding Farmers Professional Cooperative,,,,,,,,,,,
巴楚县良美养殖专业合作社,Bachu County Liangmei Breeding Professional Cooperative,,,,,,,,,,,
巴楚县艾麦尔阿木提养殖服务业专业合作社,Bachu County Amel Amuti Breeding Service Professional Cooperative,,,,,,,,,,,
巴楚县萨拉伊丁农业专业合作社,Salaidin Agricultural Professional Cooperative in Bachu County,,,,,,,,,,,
巴楚县西大桥水产养殖专业合作社,Bachu County Xidaqiao Aquaculture Professional Cooperative,,,,,,,,,,,
巴楚县赛合拉水产养殖场,Saihela Aquaculture Farm in Bachu County,,,,,,,,,,,
巴楚县达其博依水产养殖专业合作社,Bachu County Daqiboyi Aquaculture Professional Cooperative,,,,,,,,,,,
巴楚县金宝藏鱼养殖场,Bachu County Jinbao Fish Farm,,,,,,,,,,,
巴楚县金鱼鱼养殖专业合作社,Bachu County Goldfish Fish Breeding Professional Cooperative,,,,,,,,,,,
巴楚县阿布都吉里力养鱼场,Abdujilili Fish Farm in Bachu County,,,,,,,,,,,
巴楚县鱼荷源水产养殖专业合作社,Bachu County Yuheyuan Aquaculture Professional Cooperative,,,,,,,,,,,
巴楚县黄金鱼养殖农家乐,Bachu County Golden Fish Breeding Farmhouse,,,,,,,,,,,
巴楚红龙农业发展专业合作社,Bachu Honglong Agricultural Development Professional Cooperative,,,,,,,,,,,
巴里坤县石人子乡白家小院,Baijia Xiaoyuan,,,,,,,,,,,
巴里坤县良种场庆杰水产品养殖场,Qingjie Aquatic Products Breeding Farm,,,,,,,,,,,
巴里坤海立德水产养殖专业合作社,Barkol Hailide Aquaculture Professional Cooperative,,,,,,,,,,,
布尔津县兴旺综合养殖有限公司,Burjin County Xingwang Comprehensive Breeding Co.,,,,,,,,,,,
布尔津县冲乎尔镇津运合水产养殖农民专业合作社,Jinyunhe Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
