original_chinese_name,translated_name,location_eng,wirescreen_name_en,last_retrieval_date,flags,government_ownership_fraction,historical_shareholders,investments,direct_shareholders,beneficial_owners,customers,suppliers,pdf_link
四川中伦农业发展有限公司,"Sichuan Zhonglun Agricultural Development Co., Ltd",Sichuan,,,,,,,,,,,
四川龙洋渔业有限公司,"Sichuan Longyang Fishery Co., Ltd",Sichuan,,,,,,,,,,,
四川原耕时代农业发展有限公司,"Sichuan Yuangeng Era Agricultural Development Co., Ltd",Sichuan,,,,,,,,,,,
四川润兴乡源农业有限公司,"Sichuan Runxing Xiangyuan Agriculture Co., Ltd",Sichuan,,,,,,,,,,,
江安县七彩湖特种水产养殖有限公司,Jiangan County Niji Lake Aquatech Pte Ltd,Sichuan,,,,,,,,,,,
四川川台缘农业开发有限公司,"Sichuan Chuantaiyuan Agricultural Development Co., Ltd",Sichuan,,,,,,,,,,,
贵州毅融生态渔业有限公司,"Guizhou Yirong Ecological Fishery Co., Ltd",Guizhou,Guizhou Yirong Ecological Fishery Company Limited,"September 10, 2024",,,,Guizhou Qianquan Catering Management Company Limited:1; Guizhou Wengsong Sturgeon Processing Company Limited:1; Guizhou Ya Lengshui Fishery Sales Company Limited:1,YANG Tongrong:0.9; JIANG Lixia:0.1,YANG Tongrong:0.9; JIANG Lixia:0.1,,,/pdfs/Guizhou Yirong Ecological Fishery Company Limited.pdf
贵州秋兴水产有限公司,"Guizhou Qiuxing Aquatic Products Co., Ltd",Guizhou,,,,,,,,,,,
陕西黑龙谷水产养生有限公司,"Shaanxi Heilonggu Aquatic Health Co., Ltd",Shaanxi,,,,,,,,,,,
陕西安康汉水生态农业科技开发有限公司,"Shaanxi Ankang Hanshui Ecological Agriculture Technology Development Co., Ltd",Shaanxi,,,,,,,,,,,
陕西壹加壹农业科技发展有限公司,"Shaanxi Yijiayi Agricultural Technology Development Co., Ltd",Shaanxi,,,,,,,,,,,
大连含霖岛海洋渔业有限公司,"Dalian Hanlin Island Marine Fisheries Co., Ltd",Dalian,,,,,,,,,,,
大连经典海洋珍品养殖有限公司,"Dalian Classic Marine Treasure Breeding Co., Ltd",Dalian,,,,,,,,,,,
青岛国信蓝色硅谷发展有限责任公司,"Qingdao Guoxin Blue Valley Development Co.,Ltd.",Qingdao,,,,,,,,,,,
伊金霍洛旗天润种养殖有限责任公司养殖分公司,"Yijinhuoluo Banner Tianrun Breeding Co., Ltd. Breeding Branch",Inner Mongolia,,,,,,,,,,,
江苏省淡水水产研究所,Jiangsu Institute of Freshwater Fisheries,Jiangsu,,,,,,,,,,,
惠州市惠阳区德明昌实业发展有限公司惠阳分公司,"Huizhou Huiyang District Demingchang Industrial Development Co., Ltd. Huiyang Branch",Guangdong,,,,,,,,,,,
重庆市水产科学研究所（重庆农垦农产品质量安全检验检测站）,Chongqing Fisheries Science Research Institute (Chongqing Agricultural Reclamation Agricultural Product Quality and Safety Inspection and Testing Station),Chongqing,,,,,,,,,,,
